danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,playlist_name
0.434,0.463,7,-20.966,1,0.0811,0.148,0.851,0.132,0.0948,124.785,audio_features,7kfAbcKnRajKOmuACF3dxl,spotify:track:7kfAbcKnRajKOmuACF3dxl,https://api.spotify.com/v1/tracks/7kfAbcKnRajKOmuACF3dxl,https://api.spotify.com/v1/audio-analysis/7kfAbcKnRajKOmuACF3dxl,322560,3,black
0.562,0.583,7,-16.046,1,0.0382,0.183,0.887,0.277,0.0543,130.978,audio_features,3QQDdRMzR8vDLZlJOQqBwx,spotify:track:3QQDdRMzR8vDLZlJOQqBwx,https://api.spotify.com/v1/tracks/3QQDdRMzR8vDLZlJOQqBwx,https://api.spotify.com/v1/audio-analysis/3QQDdRMzR8vDLZlJOQqBwx,479582,5,black
0.286,0.388,7,-18.048,1,0.0442,0.706,0.935,0.0871,0.302,80.765,audio_features,3UWZekL20itzZF344cU7Mo,spotify:track:3UWZekL20itzZF344cU7Mo,https://api.spotify.com/v1/tracks/3UWZekL20itzZF344cU7Mo,https://api.spotify.com/v1/audio-analysis/3UWZekL20itzZF344cU7Mo,336091,3,black
0.649,0.453,11,-17.722,0,0.0396,0.414,0.93,0.104,0.283,127.994,audio_features,7FG2WAgDAmbTnoLgxq0FB4,spotify:track:7FG2WAgDAmbTnoLgxq0FB4,https://api.spotify.com/v1/tracks/7FG2WAgDAmbTnoLgxq0FB4,https://api.spotify.com/v1/audio-analysis/7FG2WAgDAmbTnoLgxq0FB4,510746,4,black
0.641,0.661,11,-12.391,0,0.0384,0.151,0.907,0.11,0.361,120.016,audio_features,5JrcisQ3LUKAoxwseRwK3c,spotify:track:5JrcisQ3LUKAoxwseRwK3c,https://api.spotify.com/v1/tracks/5JrcisQ3LUKAoxwseRwK3c,https://api.spotify.com/v1/audio-analysis/5JrcisQ3LUKAoxwseRwK3c,439947,3,black
0.661,0.845,4,-15.664,1,0.0466,0.00148,0.838,0.112,0.0366,133.998,audio_features,1vprzzA70eFsNb3Ik2EH5O,spotify:track:1vprzzA70eFsNb3Ik2EH5O,https://api.spotify.com/v1/tracks/1vprzzA70eFsNb3Ik2EH5O,https://api.spotify.com/v1/audio-analysis/1vprzzA70eFsNb3Ik2EH5O,401194,4,black
0.699,0.228,4,-20.422,0,0.0354,0.878,0.935,0.0853,0.285,129.993,audio_features,1s0F5oy6taxtFLSK9mqxpj,spotify:track:1s0F5oy6taxtFLSK9mqxpj,https://api.spotify.com/v1/tracks/1s0F5oy6taxtFLSK9mqxpj,https://api.spotify.com/v1/audio-analysis/1s0F5oy6taxtFLSK9mqxpj,325210,5,black
0.603,0.379,1,-15.207,1,0.0606,0.0033,0.844,0.0947,0.181,127.002,audio_features,657oM8OYbdtnlEzlUiPTjP,spotify:track:657oM8OYbdtnlEzlUiPTjP,https://api.spotify.com/v1/tracks/657oM8OYbdtnlEzlUiPTjP,https://api.spotify.com/v1/audio-analysis/657oM8OYbdtnlEzlUiPTjP,423836,3,black
0.583,0.555,2,-13.947,1,0.0413,0.625,0.925,0.0767,0.0399,126.006,audio_features,3uXLNuo0fMgJ4gQ7BDX2Ee,spotify:track:3uXLNuo0fMgJ4gQ7BDX2Ee,https://api.spotify.com/v1/tracks/3uXLNuo0fMgJ4gQ7BDX2Ee,https://api.spotify.com/v1/audio-analysis/3uXLNuo0fMgJ4gQ7BDX2Ee,380952,4,black
0.625,0.712,10,-13.683,0,0.25,0.398,0.923,0.143,0.314,200.003,audio_features,6olK25sisZRUP1SFE5pl6z,spotify:track:6olK25sisZRUP1SFE5pl6z,https://api.spotify.com/v1/tracks/6olK25sisZRUP1SFE5pl6z,https://api.spotify.com/v1/audio-analysis/6olK25sisZRUP1SFE5pl6z,584690,3,black
0.724,0.769,7,-12.834,1,0.14,0.026,0.806,0.129,0.334,119.002,audio_features,65Pm8aWmD5lwItcT2MQi0s,spotify:track:65Pm8aWmD5lwItcT2MQi0s,https://api.spotify.com/v1/tracks/65Pm8aWmD5lwItcT2MQi0s,https://api.spotify.com/v1/audio-analysis/65Pm8aWmD5lwItcT2MQi0s,398177,4,black
0.785,0.895,5,-12.38,1,0.0552,9.58E-05,0.862,0.0845,0.43,123.005,audio_features,3WrdUJ3lAOmrRq5JPg44bi,spotify:track:3WrdUJ3lAOmrRq5JPg44bi,https://api.spotify.com/v1/tracks/3WrdUJ3lAOmrRq5JPg44bi,https://api.spotify.com/v1/audio-analysis/3WrdUJ3lAOmrRq5JPg44bi,483907,3,black
0.544,0.384,6,-23.535,1,0.0405,0.603,0.905,0.0677,0.314,126.99,audio_features,0Wdu42IA2KcvO3nz1UOyt5,spotify:track:0Wdu42IA2KcvO3nz1UOyt5,https://api.spotify.com/v1/tracks/0Wdu42IA2KcvO3nz1UOyt5,https://api.spotify.com/v1/audio-analysis/0Wdu42IA2KcvO3nz1UOyt5,351496,3,black
0.55,0.805,5,-11.555,1,0.0419,0.771,0.852,0.124,0.828,196.093,audio_features,3AO2xxvmoYJczhBAcvoxFH,spotify:track:3AO2xxvmoYJczhBAcvoxFH,https://api.spotify.com/v1/tracks/3AO2xxvmoYJczhBAcvoxFH,https://api.spotify.com/v1/audio-analysis/3AO2xxvmoYJczhBAcvoxFH,346506,4,black
0.61,0.661,10,-13.387,0,0.0405,0.103,0.88,0.11,0.115,127.997,audio_features,0jQcVN6tajgPqr6UukGErV,spotify:track:0jQcVN6tajgPqr6UukGErV,https://api.spotify.com/v1/tracks/0jQcVN6tajgPqr6UukGErV,https://api.spotify.com/v1/audio-analysis/0jQcVN6tajgPqr6UukGErV,392313,3,black
0.625,0.456,8,-20.635,0,0.0413,0.456,0.941,0.107,0.0389,129.294,audio_features,5y5MBqI5zdHvA8B4EXpBDg,spotify:track:5y5MBqI5zdHvA8B4EXpBDg,https://api.spotify.com/v1/tracks/5y5MBqI5zdHvA8B4EXpBDg,https://api.spotify.com/v1/audio-analysis/5y5MBqI5zdHvA8B4EXpBDg,390023,3,black
0.789,0.672,11,-9.852,1,0.0456,0.000724,0.89,0.196,0.0348,124.013,audio_features,5gbovENhKcYbGDyAtLJZ3L,spotify:track:5gbovENhKcYbGDyAtLJZ3L,https://api.spotify.com/v1/tracks/5gbovENhKcYbGDyAtLJZ3L,https://api.spotify.com/v1/audio-analysis/5gbovENhKcYbGDyAtLJZ3L,430000,3,black
0.548,0.873,4,-11.927,0,0.0384,0.177,0.895,0.204,0.0237,119.976,audio_features,4FZM5pSaUlzpvdjVhy0zK6,spotify:track:4FZM5pSaUlzpvdjVhy0zK6,https://api.spotify.com/v1/tracks/4FZM5pSaUlzpvdjVhy0zK6,https://api.spotify.com/v1/audio-analysis/4FZM5pSaUlzpvdjVhy0zK6,578125,5,black
0.623,0.939,7,-13.69,1,0.0584,0.467,0.911,0.112,0.25,129.998,audio_features,1LAtkB5udB3URPhPJXzCGX,spotify:track:1LAtkB5udB3URPhPJXzCGX,https://api.spotify.com/v1/tracks/1LAtkB5udB3URPhPJXzCGX,https://api.spotify.com/v1/audio-analysis/1LAtkB5udB3URPhPJXzCGX,295840,4,black
0.618,0.7,11,-15.671,0,0.0398,0.000267,0.366,0.068,0.145,134.998,audio_features,74S6QAQhv94QEusOTLsXss,spotify:track:74S6QAQhv94QEusOTLsXss,https://api.spotify.com/v1/tracks/74S6QAQhv94QEusOTLsXss,https://api.spotify.com/v1/audio-analysis/74S6QAQhv94QEusOTLsXss,302222,4,black
0.504,0.605,8,-13.751,1,0.0435,0.000124,0.929,0.112,0.139,127.018,audio_features,270dRk79Fk1nnDLnIg7O8L,spotify:track:270dRk79Fk1nnDLnIg7O8L,https://api.spotify.com/v1/tracks/270dRk79Fk1nnDLnIg7O8L,https://api.spotify.com/v1/audio-analysis/270dRk79Fk1nnDLnIg7O8L,408189,4,black
0.605,0.77,2,-12.297,0,0.0403,0.00832,0.944,0.106,0.0351,128.999,audio_features,76OdRPhUzvIf9vqfgLTKGv,spotify:track:76OdRPhUzvIf9vqfgLTKGv,https://api.spotify.com/v1/tracks/76OdRPhUzvIf9vqfgLTKGv,https://api.spotify.com/v1/audio-analysis/76OdRPhUzvIf9vqfgLTKGv,431643,4,black
0.802,0.794,11,-12.331,0,0.0945,0.0892,0.903,0.133,0.079,126.012,audio_features,7GuOHzHFxpUFgJppcckoXt,spotify:track:7GuOHzHFxpUFgJppcckoXt,https://api.spotify.com/v1/tracks/7GuOHzHFxpUFgJppcckoXt,https://api.spotify.com/v1/audio-analysis/7GuOHzHFxpUFgJppcckoXt,373994,4,black
0.692,0.762,7,-12.976,1,0.053,0.182,0.888,0.0853,0.0359,126.005,audio_features,0rtWjuUcYXACSdsw6hjf29,spotify:track:0rtWjuUcYXACSdsw6hjf29,https://api.spotify.com/v1/tracks/0rtWjuUcYXACSdsw6hjf29,https://api.spotify.com/v1/audio-analysis/0rtWjuUcYXACSdsw6hjf29,610186,4,black
0.618,0.707,7,-11.36,1,0.0394,0.000293,0.837,0.11,0.0413,125.988,audio_features,1ZTDB5eXH3V6bV6ZotZGOe,spotify:track:1ZTDB5eXH3V6bV6ZotZGOe,https://api.spotify.com/v1/tracks/1ZTDB5eXH3V6bV6ZotZGOe,https://api.spotify.com/v1/audio-analysis/1ZTDB5eXH3V6bV6ZotZGOe,431866,4,white
0.728,0.585,1,-15.158,1,0.088,0.229,0.913,0.285,0.096,125.014,audio_features,5crYdphAyKR16HS1xWQmTa,spotify:track:5crYdphAyKR16HS1xWQmTa,https://api.spotify.com/v1/tracks/5crYdphAyKR16HS1xWQmTa,https://api.spotify.com/v1/audio-analysis/5crYdphAyKR16HS1xWQmTa,506880,4,white
0.797,0.882,1,-9.969,0,0.0777,0.165,0.931,0.11,0.257,123.014,audio_features,6OPeMdaUuL8BfXwVmVX69u,spotify:track:6OPeMdaUuL8BfXwVmVX69u,https://api.spotify.com/v1/tracks/6OPeMdaUuL8BfXwVmVX69u,https://api.spotify.com/v1/audio-analysis/6OPeMdaUuL8BfXwVmVX69u,499512,4,white
0.613,0.42,10,-18.547,0,0.0545,0.198,0.92,0.0975,0.352,123.96,audio_features,2pomRfi7JllgPiKg4PEt42,spotify:track:2pomRfi7JllgPiKg4PEt42,https://api.spotify.com/v1/tracks/2pomRfi7JllgPiKg4PEt42,https://api.spotify.com/v1/audio-analysis/2pomRfi7JllgPiKg4PEt42,541948,4,white
0.332,0.742,5,-11.43,0,0.0423,0.0112,0.899,0.0663,0.201,125.052,audio_features,74zgYTcIO6Nlcg8EQHZr39,spotify:track:74zgYTcIO6Nlcg8EQHZr39,https://api.spotify.com/v1/tracks/74zgYTcIO6Nlcg8EQHZr39,https://api.spotify.com/v1/audio-analysis/74zgYTcIO6Nlcg8EQHZr39,233268,4,white
0.625,0.452,1,-16.766,1,0.0392,0.607,0.905,0.111,0.169,126.002,audio_features,3OjeikArfLgB1eujrOVhwE,spotify:track:3OjeikArfLgB1eujrOVhwE,https://api.spotify.com/v1/tracks/3OjeikArfLgB1eujrOVhwE,https://api.spotify.com/v1/audio-analysis/3OjeikArfLgB1eujrOVhwE,377626,4,white
0.595,0.519,6,-13.068,0,0.0607,0.128,0.942,0.13,0.2,127.006,audio_features,5rFyoknOAyfI1t1aIbReix,spotify:track:5rFyoknOAyfI1t1aIbReix,https://api.spotify.com/v1/tracks/5rFyoknOAyfI1t1aIbReix,https://api.spotify.com/v1/audio-analysis/5rFyoknOAyfI1t1aIbReix,370833,4,white
0.718,0.883,6,-10.527,1,0.0533,0.00294,0.777,0.0786,0.318,128.001,audio_features,5835XxGnLViAfoFCaRlsTs,spotify:track:5835XxGnLViAfoFCaRlsTs,https://api.spotify.com/v1/tracks/5835XxGnLViAfoFCaRlsTs,https://api.spotify.com/v1/audio-analysis/5835XxGnLViAfoFCaRlsTs,379600,4,white
0.754,0.747,1,-15.506,1,0.0495,0.152,0.936,0.1,0.145,130.978,audio_features,6vwP7NYEkODDYDesCumU1F,spotify:track:6vwP7NYEkODDYDesCumU1F,https://api.spotify.com/v1/tracks/6vwP7NYEkODDYDesCumU1F,https://api.spotify.com/v1/audio-analysis/6vwP7NYEkODDYDesCumU1F,483615,3,white
0.696,0.545,8,-11.994,0,0.23,0.0944,0.916,0.0744,0.255,83.975,audio_features,2ZdufCnwqq7ixB1I053V6q,spotify:track:2ZdufCnwqq7ixB1I053V6q,https://api.spotify.com/v1/tracks/2ZdufCnwqq7ixB1I053V6q,https://api.spotify.com/v1/audio-analysis/2ZdufCnwqq7ixB1I053V6q,331024,4,white
0.736,0.657,6,-15.679,1,0.0541,0.0602,0.93,0.0962,0.0318,131.004,audio_features,0aNMDYhIWGr0f5yjP6QkUk,spotify:track:0aNMDYhIWGr0f5yjP6QkUk,https://api.spotify.com/v1/tracks/0aNMDYhIWGr0f5yjP6QkUk,https://api.spotify.com/v1/audio-analysis/0aNMDYhIWGr0f5yjP6QkUk,405837,4,white
0.741,0.328,4,-20.214,0,0.0454,0.622,0.879,0.0802,0.0388,118.995,audio_features,7d6tdEHFW2ckWqEzCiKccH,spotify:track:7d6tdEHFW2ckWqEzCiKccH,https://api.spotify.com/v1/tracks/7d6tdEHFW2ckWqEzCiKccH,https://api.spotify.com/v1/audio-analysis/7d6tdEHFW2ckWqEzCiKccH,528039,4,white
0.539,0.703,6,-12.301,0,0.077,0.00296,0.884,0.0925,0.238,137.009,audio_features,3uQ8mgGaiJMgecYeS4qtjQ,spotify:track:3uQ8mgGaiJMgecYeS4qtjQ,https://api.spotify.com/v1/tracks/3uQ8mgGaiJMgecYeS4qtjQ,https://api.spotify.com/v1/audio-analysis/3uQ8mgGaiJMgecYeS4qtjQ,388345,4,white
0.756,0.513,1,-14.989,1,0.103,0.0506,0.921,0.108,0.227,125.039,audio_features,32XCpAalFfGRR3RRXf4Fed,spotify:track:32XCpAalFfGRR3RRXf4Fed,https://api.spotify.com/v1/tracks/32XCpAalFfGRR3RRXf4Fed,https://api.spotify.com/v1/audio-analysis/32XCpAalFfGRR3RRXf4Fed,363942,4,white
0.76,0.389,1,-17.005,1,0.162,0.34,0.848,0.106,0.554,119.998,audio_features,4CbfRI2dY0Vlc1zzxBZMJq,spotify:track:4CbfRI2dY0Vlc1zzxBZMJq,https://api.spotify.com/v1/tracks/4CbfRI2dY0Vlc1zzxBZMJq,https://api.spotify.com/v1/audio-analysis/4CbfRI2dY0Vlc1zzxBZMJq,352943,4,white
0.636,0.518,7,-15.248,1,0.0558,0.00272,0.904,0.503,0.0356,123.998,audio_features,04FI5syhRya8o18T2U8kGl,spotify:track:04FI5syhRya8o18T2U8kGl,https://api.spotify.com/v1/tracks/04FI5syhRya8o18T2U8kGl,https://api.spotify.com/v1/audio-analysis/04FI5syhRya8o18T2U8kGl,471597,4,white
0.718,0.57,7,-17.884,1,0.066,0.283,0.891,0.0826,0.242,125.001,audio_features,1AZp0TCb255CU4oEWBLbKg,spotify:track:1AZp0TCb255CU4oEWBLbKg,https://api.spotify.com/v1/tracks/1AZp0TCb255CU4oEWBLbKg,https://api.spotify.com/v1/audio-analysis/1AZp0TCb255CU4oEWBLbKg,646142,4,white
0.629,0.745,7,-14.363,1,0.038,0.648,0.898,0.0882,0.0825,124.003,audio_features,3ymPvs9A8GOitGKUg7Z83D,spotify:track:3ymPvs9A8GOitGKUg7Z83D,https://api.spotify.com/v1/tracks/3ymPvs9A8GOitGKUg7Z83D,https://api.spotify.com/v1/audio-analysis/3ymPvs9A8GOitGKUg7Z83D,442912,4,white
0.685,0.66,1,-14.301,1,0.0535,0.0184,0.89,0.103,0.124,120.026,audio_features,6sUC7aPsA3Yo6GvuMyeSyt,spotify:track:6sUC7aPsA3Yo6GvuMyeSyt,https://api.spotify.com/v1/tracks/6sUC7aPsA3Yo6GvuMyeSyt,https://api.spotify.com/v1/audio-analysis/6sUC7aPsA3Yo6GvuMyeSyt,463997,4,white
0.309,0.469,3,-15.829,1,0.046,0.84,0.94,0.104,0.305,88.02,audio_features,7uwOCRfYkq8lqMcBL5mm8P,spotify:track:7uwOCRfYkq8lqMcBL5mm8P,https://api.spotify.com/v1/tracks/7uwOCRfYkq8lqMcBL5mm8P,https://api.spotify.com/v1/audio-analysis/7uwOCRfYkq8lqMcBL5mm8P,305206,4,white
0.764,0.564,11,-12.78,0,0.212,0.203,0.903,0.0939,0.283,138.03,audio_features,6xB5UbnhJYIXLryJ2vP4g8,spotify:track:6xB5UbnhJYIXLryJ2vP4g8,https://api.spotify.com/v1/tracks/6xB5UbnhJYIXLryJ2vP4g8,https://api.spotify.com/v1/audio-analysis/6xB5UbnhJYIXLryJ2vP4g8,325698,4,white
0.709,0.538,11,-12.844,0,0.0735,0.312,0.896,0.102,0.08,117.997,audio_features,05qEy99GxX1EHVitNyeNV1,spotify:track:05qEy99GxX1EHVitNyeNV1,https://api.spotify.com/v1/tracks/05qEy99GxX1EHVitNyeNV1,https://api.spotify.com/v1/audio-analysis/05qEy99GxX1EHVitNyeNV1,378220,4,white
0.606,0.51,7,-17.147,1,0.0618,0.707,0.914,0.0761,0.0306,121.987,audio_features,1pTVunoDoPWSjZ2pdkYAEu,spotify:track:1pTVunoDoPWSjZ2pdkYAEu,https://api.spotify.com/v1/tracks/1pTVunoDoPWSjZ2pdkYAEu,https://api.spotify.com/v1/audio-analysis/1pTVunoDoPWSjZ2pdkYAEu,403279,4,white
0.6,0.628,11,-15.546,0,0.0414,0.255,0.904,0.11,0.038,126.988,audio_features,1uVlAWGsCuqwqDppYkBWUH,spotify:track:1uVlAWGsCuqwqDppYkBWUH,https://api.spotify.com/v1/tracks/1uVlAWGsCuqwqDppYkBWUH,https://api.spotify.com/v1/audio-analysis/1uVlAWGsCuqwqDppYkBWUH,439648,4,white
0.658,0.722,1,-18.116,1,0.0422,0.505,0.953,0.119,0.706,139.994,audio_features,5YVkAZFBoryHZSt1dICfSn,spotify:track:5YVkAZFBoryHZSt1dICfSn,https://api.spotify.com/v1/tracks/5YVkAZFBoryHZSt1dICfSn,https://api.spotify.com/v1/audio-analysis/5YVkAZFBoryHZSt1dICfSn,318837,4,white
0.729,0.491,9,-15.615,0,0.041,0.061,0.857,0.314,0.0354,106.994,audio_features,6xWoZldR4hbisifBqfOtGV,spotify:track:6xWoZldR4hbisifBqfOtGV,https://api.spotify.com/v1/tracks/6xWoZldR4hbisifBqfOtGV,https://api.spotify.com/v1/audio-analysis/6xWoZldR4hbisifBqfOtGV,442900,4,white
0.175,0.172,0,-19.747,0,0.0403,0.87,0.951,0.162,0.0399,60.538,audio_features,0w7tAk5ZjIkBQeQDvmMluC,spotify:track:0w7tAk5ZjIkBQeQDvmMluC,https://api.spotify.com/v1/tracks/0w7tAk5ZjIkBQeQDvmMluC,https://api.spotify.com/v1/audio-analysis/0w7tAk5ZjIkBQeQDvmMluC,189009,3,white
0.182,0.283,5,-19.941,1,0.0465,0.91,0.923,0.0788,0.04,173.4,audio_features,6nl3iki3UpIplIhXoAEvuI,spotify:track:6nl3iki3UpIplIhXoAEvuI,https://api.spotify.com/v1/tracks/6nl3iki3UpIplIhXoAEvuI,https://api.spotify.com/v1/audio-analysis/6nl3iki3UpIplIhXoAEvuI,390168,4,white
0.716,0.71,4,-10.86,0,0.065,0.333,0.881,0.111,0.128,126.008,audio_features,40iZT9H0EIruaCenHrPFvf,spotify:track:40iZT9H0EIruaCenHrPFvf,https://api.spotify.com/v1/tracks/40iZT9H0EIruaCenHrPFvf,https://api.spotify.com/v1/audio-analysis/40iZT9H0EIruaCenHrPFvf,388625,4,white
0.682,0.643,11,-11.743,0,0.0464,0.0058,0.884,0.112,0.0399,122.985,audio_features,0NBFgQFYM1iW9QuJ3TSePJ,spotify:track:0NBFgQFYM1iW9QuJ3TSePJ,https://api.spotify.com/v1/tracks/0NBFgQFYM1iW9QuJ3TSePJ,https://api.spotify.com/v1/audio-analysis/0NBFgQFYM1iW9QuJ3TSePJ,409509,4,white
