"playlist_id","playlist_name","playlist_img","playlist_owner_name","playlist_owner_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track.id","analysis_url","time_signature","added_at","is_local","primary_color","added_by.href","added_by.id","added_by.type","added_by.uri","added_by.external_urls.spotify","track.artists","track.available_markets","track.disc_number","track.duration_ms","track.episode","track.explicit","track.href","track.is_local","track.name","track.popularity","track.preview_url","track.track","track.track_number","track.type","track.uri","track.album.album_type","track.album.artists","track.album.available_markets","track.album.href","track.album.id","track.album.images","track.album.name","track.album.release_date","track.album.release_date_precision","track.album.total_tracks","track.album.type","track.album.uri","track.album.external_urls.spotify","track.external_ids.isrc","track.external_urls.spotify","video_thumbnail.url","key_name","mode_name","key_mode","analyzer_version","duration","end_of_fade_in","start_of_fade_out","tempo_confidence","time_signature_confidence","key_confidence","mode_confidence","bars","beats","tatums","sections","segments","C","C#|Db","D","D#|Eb","E","F","F#|Gb","G","G#|Ab","A","A#|Bb","B","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12"
"2NNQcpwBFk4uKBxv5jZzUp","all","https://mosaic.scdn.co/640/ab67616d0000b27336262c40c883e5a69883c4f8ab67616d0000b2735e3a0f550533b68464fd273eab67616d0000b27360fc9f531b231b5ec689ebc0ab67616d0000b273d613e0967e15134494c80b9b","Yuyue Xiao","31mgaegrkx7cdn5tyn5zyz4vljfy",0.771,0.451,6,-15.871,0,0.0989,0.0429,0.906,0.105,0.139,128.004,"3lC3m3WIJTsDE3Ett9ECNP","https://api.spotify.com/v1/audio-analysis/3lC3m3WIJTsDE3Ett9ECNP",4,"2024-03-20T17:19:21Z",FALSE,NA,"https://api.spotify.com/v1/users/31mgaegrkx7cdn5tyn5zyz4vljfy","31mgaegrkx7cdn5tyn5zyz4vljfy","user","spotify:user:31mgaegrkx7cdn5tyn5zyz4vljfy","https://open.spotify.com/user/31mgaegrkx7cdn5tyn5zyz4vljfy",
